yyyymm,index,D12,E12,BM,TBL,AAA,BAA,LTY,NTIS,Rfree,INFL,LTR,corpr,SVAR,csp,Stockreturn,RET,DP,DY,EP,DFY,DFR
1948-02-01,14.00,0.8467,1.6767,0.7877697842,0.01,0.0285,0.0353,0.0241,0.029134401,0.0007,-0.0084388186,0.0046,0.0039,0.0017556377,0.0049033646,-0.040232,-0.047782,-0.12617683833390553,0.004023674067635596,0.5570595759616251,0.006799999999999997,0.0195
1948-03-01,15.08,0.85,1.71,0.8414221219,0.01,0.0283,0.0353,0.0241,0.0271870255,0.0009,-0.0042553191,0.0034,0.0115,0.0020820213,0.0058085148,0.08144,0.077022,-0.24395892949777492,0.003889908836130579,0.45505337051456846,0.006999999999999999,0.0207
1948-04-01,15.48,0.85,1.76,0.8259930198,0.01,0.0278,0.0347,0.0239,0.0274539336,0.0008,0.0170940171,0.0045,0.0038,0.0005519692,0.0041501792,0.030821,0.028537,-0.19333992949777495,0.0,0.5344928090500605,0.006900000000000003,0.0194
1948-05-01,16.69,0.85,1.81,0.7816923561,0.01,0.0276,0.0338,0.0231,0.0255781215,0.0008,0.0042016807,0.0141,0.0008,0.0014527575,0.0044591399,0.084014,0.077523,-0.24653292949777494,0.0,0.5093128452777343,0.006199999999999997,0.009
1948-06-01,16.74,0.85,1.86,0.7869735036,0.01,0.0276,0.0334,0.0238,0.0238936692,0.0009,0.0083682008,-0.0084,-0.0083,0.0009070567,0.0031442365,0.007665,0.003687,-0.17018392949777494,0.0,0.61291148772511,0.0058,0.0322
1948-07-01,15.85,0.8567,1.93,0.8222577621,0.01,0.0281,0.0337,0.0241,0.02217932,0.0008,0.0124481328,-0.0021,-0.0052,0.0027669911,0.0029631757,-0.052296,-0.053144,-0.10237148001213875,0.00785144948563618,0.7098160029167941,0.005600000000000001,0.0262
1948-08-01,15.97,0.8633,2.0,0.8205382202,0.0106,0.0284,0.0344,0.0242,0.0192268027,0.0009,0.0040983607,0.0001,0.0055,0.0011851393,0.0028878628,0.015539,0.008123,-0.16253202374066011,0.007674456271478641,0.6776081805599453,0.005999999999999998,0.0241
1948-09-01,15.49,0.87,2.07,0.8362310712,0.0109,0.0284,0.0345,0.0242,0.0191280822,0.0004,0.0,0.0014,0.0024,0.0023955016,0.0030531024,-0.027016,-0.031159,-0.11224606733350766,0.007730956407152462,0.7545646072772777,0.006100000000000001,0.0228
1948-10-01,16.54,0.89,2.1433,0.7919056724,0.0112,0.0284,0.035,0.0243,0.018133741,0.0004,-0.0040816327,0.0007,0.0024,0.0008275633,0.0021893158,0.070041,0.067023,-0.18657481625595151,0.022728251077556147,0.6923056973609497,0.006600000000000002,0.0236
1948-11-01,14.75,0.91,2.2167,0.870911215,0.0114,0.0284,0.0353,0.0239,0.0177915373,0.0004,-0.0081967213,0.0076,0.0085,0.0061589031,0.0023768242,-0.098332,-0.109939,0.004021320528758712,0.022223136784710218,0.8943516034805745,0.006899999999999996,0.016300000000000002
1948-12-01,15.20,0.93,2.29,0.8409475465,0.0116,0.0279,0.0353,0.0237,0.0150145541,0.0004,-0.0041322314,0.0056,0.0131,0.000967405,0.0016330103,0.035952,0.029719,-0.10852269283483537,0.021739986636405917,0.7925998175661483,0.007399999999999997,0.018099999999999998
1949-01-01,15.22,0.9467,2.32,0.8324028584,0.0117,0.0271,0.0346,0.0233,0.0132976714,0.001,-0.0041493776,0.0082,0.0038,0.0013129862,0.0017767354,0.002676,0.001377,-0.05744902584729153,0.017797666987543842,0.8388911856782185,0.0075,0.0151
1949-02-01,14.62,0.9633,2.35,0.8615509072,0.0117,0.0271,0.0345,0.0231,0.0172190437,0.0009,-0.0083333333,0.0049,0.0038,0.0014096786,0.0021699988,-0.031639,-0.041472,-0.005751389218559062,0.01738263662873247,0.8860543281560675,0.007400000000000004,0.0182
1949-03-01,15.06,0.98,2.38,0.9017504235,0.0117,0.027,0.0347,0.0227,0.0146589662,0.001,0.0,0.0074,0.0007,0.0011208941,0.0027170669,0.033981,0.029349,-0.05418370731751947,0.017187681901039597,0.8331194876833833,0.007700000000000002,0.015300000000000001
1949-04-01,14.74,0.9933,2.3867,0.9174997127,0.0117,0.027,0.0345,0.0227,0.0152887455,0.0009,0.0042016807,0.0011,0.0023,0.0004992706,0.0036580641,-0.018691,-0.021717,0.011968454239173188,0.013480161556692655,0.888602658687361,0.007500000000000003,0.0216
1949-05-01,14.19,1.0067,2.3933,0.9485626039,0.0117,0.0271,0.0345,0.0227,0.0169014375,0.001,-0.0041841004,0.0019,0.0038,0.0010076601,0.0034218573,-0.029423,-0.037792,0.0361006547532405,0.013400200514067307,0.9020961667184318,0.007400000000000004,0.020800000000000003
1949-06-01,14.16,1.02,2.4,0.9538884243,0.0117,0.0271,0.0347,0.0217,0.0168124176,0.001,0.0042016807,0.0167,0.0084,0.0016978117,0.0040919143,0.001744,-0.003269,0.01805862729617973,0.013124972542939234,0.8737247373538999,0.007600000000000003,0.005000000000000001
1949-07-01,15.04,1.0267,2.3967,0.9077989995,0.0102,0.0267,0.0346,0.0216,0.0195114004,0.0009,-0.0083682008,0.0033,0.0099,0.0006408809,0.0036228094,0.062732,0.061657,-0.036382224677218036,0.0065471480266022335,0.8113607911739689,0.007899999999999997,0.0183
1949-08-01,15.22,1.0333,2.3933,0.8938766372,0.0104,0.0262,0.034,0.021,0.0194408008,0.0009,0.0042194093,0.0111,0.0037,0.0010735364,0.0037216875,0.0218,0.011738,0.01095756423817229,0.006407788915390327,0.8508731667184318,0.007800000000000001,0.0099
1949-09-01,15.58,1.04,2.39,0.8750205468,0.0107,0.026,0.0337,0.0212,0.0233434075,0.0009,0.0042016807,-0.0011,0.0021,0.0015475937,0.0026298133,0.027415,0.024293,0.011805713153281331,0.006463148915109039,0.8438783659434194,0.007700000000000002,0.0223
1949-10-01,16.04,1.0733,2.3667,0.8425662129,0.0105,0.0261,0.0336,0.0212,0.0222332996,0.0009,-0.0083682008,0.0019,0.0067,0.000613502,0.0029968918,0.02978,0.028437,0.04095801450534159,0.03151730135206026,0.8317165797870164,0.007499999999999996,0.0193
1949-11-01,16.06,1.1067,2.3433,0.833724876,0.0108,0.026,0.0335,0.0212,0.0236431599,0.0008,0.0042194093,0.0021,0.0021,0.0009088615,0.0040043923,0.020738,0.000482,0.08064461428860259,0.030644599783261006,0.8308221923022243,0.007500000000000003,0.0191
1949-12-01,16.76,1.14,2.32,0.7964292839,0.011,0.0258,0.0331,0.0209,0.0271755847,0.0009,-0.0084033613,0.0052,-0.0145,0.0004732395,0.004252018,0.050984,0.046034,0.080044262406404,0.029645648117801404,0.7905831856782185,0.0072999999999999975,0.0157
1950-01-01,17.05,1.15,2.3367,0.7914168195,0.0107,0.0257,0.0324,0.0215,0.027102233,0.0009,-0.0042372881,-0.0061,0.0037,0.000989153,0.0044582231,0.019703,0.018245,0.12005894237515863,0.008733679968754626,0.8290366776118755,0.006699999999999998,0.0276
1950-02-01,17.22,1.16,2.3533,0.7849980338,0.0112,0.0258,0.0324,0.0214,0.0254916448,0.0009,0.0,0.0021,0.0007,0.0004260143,0.0042464942,0.019603,0.009975,0.1288170051182732,0.008658062743114592,0.8362155984307772,0.006599999999999998,0.019299999999999998
1950-03-01,17.29,1.17,2.37,0.8255277845,0.0112,0.0258,0.0324,0.0215,0.029291342,0.001,0.0042553191,0.0008,0.0022,0.0006243025,0.00455264,0.008185,0.003542,0.1488187488096647,0.008583743691391477,0.8547049551470398,0.006599999999999998,0.0207
1950-04-01,18.07,1.18,2.4267,0.7964974714,0.0115,0.026,0.0323,0.0214,0.0263975189,0.0009,0.0,0.003,-0.0008,0.0007140107,0.0040222115,0.045887,0.044493,0.11962743847757333,0.008510689667908633,0.8406453097098795,0.0063000000000000035,0.0184
1950-05-01,18.78,1.19,2.4833,0.7613463432,0.0116,0.0261,0.0325,0.0213,0.0285722636,0.001,0.0042372881,0.0033,-0.0008,0.000641263,0.0038032122,0.046902,0.03759,0.12705130712343798,0.008438868645864656,0.8626863208144796,0.0063999999999999994,0.018
1950-06-01,17.69,1.2,2.54,0.8134474678,0.0115,0.0262,0.0328,0.0216,0.0303966588,0.001,0.0042194093,-0.0025,0.0023,0.0058557165,0.0041153743,-0.054224,-0.057849,0.2365455567939546,0.008368249670516609,0.9863880810304453,0.006600000000000002,0.0241
1950-07-01,17.84,1.2433,2.6,0.8123209169,0.0116,0.0265,0.0332,0.0214,0.0301173474,0.001,0.012605042,0.0055,0.0069,0.00311025,0.0043203314,0.016981,0.015875,0.20078813497675488,0.03544757818280028,0.9385304450274363,0.006700000000000001,0.015899999999999997
1950-08-01,18.42,1.2867,2.66,0.7843408494,0.012,0.0261,0.0323,0.0214,0.0295508723,0.001,0.0082987552,0.0014,0.0038,0.0010756051,0.0044526781,0.048063,0.031526,0.2040178012088074,0.03431166623205251,0.9302631227936078,0.006200000000000001,0.02
1950-09-01,19.45,1.33,2.72,0.7514578547,0.013,0.0264,0.0321,0.022,0.0259142089,0.001,0.0041152263,-0.0072,-0.0039,0.001318373,0.0040318334,0.059466,0.05651,0.22571294223366248,0.03309814102485509,0.9411658803079059,0.005699999999999997,0.029199999999999997
1950-10-01,19.53,1.3767,2.76,0.7559664015,0.0131,0.0267,0.0322,0.0225,0.0273410383,0.0012,0.0081967213,-0.0048,-0.0008,0.0017594065,0.003975191,0.005084,0.003425,0.31460533108676053,0.03451038885309804,1.0101466797290584,0.005499999999999998,0.027299999999999998
1950-11-01,19.51,1.4233,2.8,0.7473637961,0.0136,0.0267,0.0322,0.0224,0.0255401327,0.0011,0.0040650407,0.0035,0.0054,0.002457673,0.0048867653,0.02243,-7.3e-05,0.3305481190944426,0.03328878800768209,1.0071894171811582,0.005499999999999998,0.0189
1950-12-01,20.41,1.47,2.84,0.7225384419,0.0134,0.0267,0.032,0.0224,0.0313582559,0.0011,0.012145749,0.0016,0.0023,0.0024895409,0.0056625153,0.055425,0.051025,0.3298374007906449,0.03228428169620229,0.9883790521731146,0.005299999999999999,0.0208
1951-01-01,21.66,1.4867,2.8367,0.6835992445,0.0134,0.0266,0.0317,0.0221,0.0300450784,0.0013,0.016,0.0058,0.0019,0.0017046886,0.0056360733,0.065105,0.063309,0.331453898637168,0.01129649784652309,0.9775364047294481,0.0051,0.016300000000000002
1951-02-01,21.80,1.5033,2.8333,0.674866098,0.0136,0.0266,0.0316,0.0228,0.0311200524,0.001,0.0118110236,-0.0074,-0.0044,0.000650644,0.0055102499,0.014546,0.004185,0.39311669165165164,0.011103793014483665,1.026896110053074,0.0050000000000000044,0.0302
1951-03-01,21.40,1.52,2.83,0.7813946002,0.014,0.0278,0.0323,0.0241,0.0326867713,0.0011,0.0038910506,-0.0157,-0.0237,0.0012276649,0.0057490293,-0.017484,-0.019706,0.43619433485818504,0.011047643206533397,1.0577607116551464,0.004500000000000004,0.0398
1951-04-01,22.43,1.5333,2.7933,0.7494307876,0.0147,0.0287,0.0335,0.0248,0.0320924792,0.0013,0.0,-0.0063,-0.0009,0.0008481981,0.0044062337,0.049108,0.047903,0.37831427546020663,0.008711940602021573,0.9781156925804567,0.004800000000000002,0.0311
1951-05-01,21.52,1.5467,2.7567,0.7778890447,0.0155,0.0289,0.034,0.0254,0.0306750269,0.0012,0.003875969,-0.0069,-0.0015,0.00140742,0.0039686672,-0.029979,-0.040917,0.46610262906195704,0.00870135360175045,1.044013312192812,0.005100000000000004,0.032299999999999995
1951-06-01,20.96,1.56,2.72,0.8003626772,0.0145,0.0294,0.0349,0.0259,0.0363411209,0.0012,0.0,-0.0062,-0.0093,0.0011367733,0.0040645158,-0.025848,-0.028186,0.4705338212614457,0.008562192199488672,1.026479880307906,0.005500000000000001,0.0321
1951-07-01,22.40,1.5467,2.65,0.7531218491,0.0156,0.0294,0.0353,0.0252,0.0325985964,0.0013,0.0,0.0138,0.0205,0.0014082079,0.0037154163,0.070935,0.070014,0.36518862906195704,-0.008562192199488672,0.9036246399981308,0.005899999999999999,0.0114
1951-08-01,23.28,1.5333,2.58,0.7185938945,0.0162,0.0288,0.035,0.0246,0.0303211996,0.0013,0.0,0.0099,0.0114,0.0005817795,0.0039216119,0.05022,0.038396,0.3772022754602066,-0.00870135360175045,0.897569398933526,0.006200000000000004,0.0147
1951-09-01,23.26,1.52,2.51,0.7161823278,0.0163,0.0284,0.0346,0.0253,0.0287995059,0.0012,0.0077220077,-0.008,-0.0057,0.000254769,0.0039337103,0.002868,0.001195,0.41584233485818506,-0.008711940602021573,0.9174147531436925,0.006199999999999997,0.033299999999999996
1951-10-01,22.94,1.4833,2.4867,0.7402325138,0.0154,0.0289,0.035,0.0254,0.0291442552,0.0016,0.0038314176,0.001,-0.0145,0.0015110763,0.0038418979,-0.013321,-0.015088,0.4075903353474297,-0.024440999510755346,0.9242775302834532,0.006100000000000005,0.024399999999999998
1951-11-01,22.88,1.4467,2.4633,0.7432923795,0.0156,0.0296,0.0356,0.0264,0.0316209665,0.0011,0.0076335878,-0.0136,-0.0061,0.0010239817,0.004017421,0.011388,-0.002574,0.3578971006534075,-0.024984234694022167,0.8901139144007157,0.005999999999999998,0.04
1951-12-01,23.77,1.41,2.44,0.7213163466,0.0173,0.0301,0.0361,0.0269,0.0361507878,0.0012,0.0037878788,-0.0061,0.0058,0.0004270364,0.0041468933,0.041815,0.038467,0.30177470439007686,-0.025695396263330672,0.8501830393051104,0.006000000000000002,0.033
1952-01-01,24.14,1.4133,2.4267,0.7174258377,0.0157,0.0298,0.0359,0.0268,0.0351506982,0.0015,0.0,0.0028,0.0199,0.0005384211,0.0035154761,0.017768,0.016303,0.32815939539196803,0.0023376910018911845,0.8687643097098795,0.006100000000000001,0.024
1952-02-01,23.26,1.4167,2.4133,0.7466933251,0.0154,0.0293,0.0353,0.0269,0.0348717046,0.0012,-0.0075471698,0.0014,-0.0085,0.000931601,0.0036388713,-0.025241,-0.035743,0.3735712234031683,0.002402828011200231,0.9062361054794305,0.005999999999999998,0.025500000000000002
1952-03-01,24.37,1.42,2.4,0.7518741186,0.0159,0.0296,0.0351,0.0263,0.0320941367,0.0011,0.0,0.0111,0.0076,0.0006318152,0.0033227299,0.052805,0.050655,0.29785187161316934,0.002326648210001059,0.8226637373538999,0.005499999999999998,0.0152
1952-04-01,23.32,1.43,2.38,0.7863990995,0.0157,0.0293,0.035,0.0254,0.0332314494,0.0012,0.0038022814,0.0171,-0.0004,0.0008078353,0.0038390162,-0.041423,-0.043268,0.39909744427181587,0.007017572658646554,0.9085234876833833,0.005700000000000004,0.008299999999999998
1952-05-01,23.86,1.44,2.36,0.7705179889,0.0167,0.0293,0.0349,0.0257,0.0321491207,0.0013,0.0,-0.0033,0.0031,0.0005264526,0.004511025,0.033698,0.023274,0.33094511358790923,0.006968669316093357,0.8249636190375187,0.005600000000000001,0.029
1952-06-01,24.96,1.45,2.34,0.7387150879,0.017,0.0294,0.035,0.0259,0.0277312703,0.0015,0.0037878788,0.0003,0.0016,0.0003252706,0.0044307208,0.047832,0.045795,0.323731556432483,0.006920442844573771,0.80231892936961,0.005600000000000004,0.025599999999999998
1952-07-01,25.40,1.45,2.3467,0.724710259,0.0181,0.0295,0.035,0.0261,0.0279228246,0.0015,0.0075471698,-0.002,0.0016,0.0003448818,0.0041125604,0.019129,0.017659,0.352434556432483,0.0,0.8338810859464122,0.005500000000000005,0.0281
1952-08-01,25.03,1.45,2.3533,0.736620128,0.0183,0.0294,0.0351,0.0267,0.0280428787,0.0015,0.0,-0.007,0.0063,0.0002895367,0.003761577,-0.005674,-0.015007,0.377237556432483,0.0,0.8614925984307772,0.0057,0.0337
1952-09-01,24.54,1.45,2.36,0.7486789106,0.0171,0.0295,0.0352,0.0277,0.031038055,0.0016,0.0,-0.013,-0.0018,0.0004411726,0.0035043688,-0.018085,-0.020098,0.38964855643248303,0.0,0.8767466190375187,0.005700000000000004,0.0407
1952-10-01,24.52,1.4367,2.3733,0.7525164358,0.0174,0.0301,0.0354,0.0269,0.0299273118,0.0014,0.0,0.0148,0.0039,0.001026218,0.0035754811,0.00032,-0.001244,0.3620288170345364,-0.009214739397946647,0.8639613917133233,0.005300000000000003,0.0121
1952-11-01,25.66,1.4233,2.3867,0.7142353522,0.0185,0.0298,0.0353,0.0272,0.0265501524,0.001,0.0,-0.0015,0.0108,0.0004590891,0.0035423516,0.061382,0.048273,0.2915961190944426,-0.009370697940093764,0.8085296586873609,0.005499999999999998,0.0287
1952-12-01,26.57,1.41,2.4,0.6940733128,0.0209,0.0297,0.0351,0.0279,0.0265347164,0.0016,0.0,-0.0086,-0.0091,0.0002677175,0.0034459187,0.038215,0.035725,0.30537470439007686,-0.009388414704365744,0.8372537373538999,0.0053999999999999986,0.036500000000000005
1953-01-01,26.38,1.41,2.41,0.6991752079,0.0196,0.0302,0.0351,0.0279,0.025934035,0.0016,-0.0037453184,0.0012,-0.008,0.0004009589,0.0033213634,-0.006207,-0.006795,0.3497967043900769,0.0,0.8858337475025636,0.004899999999999998,0.0267
1953-02-01,25.90,1.41,2.42,0.7127027122,0.0197,0.0307,0.0353,0.0287,0.026515491,0.0014,-0.0037593985,-0.0087,-0.004,0.0004906637,0.0031140907,-0.00754,-0.017804,0.35112970439007685,0.0,0.891307540168595,0.0045999999999999965,0.0374
1953-03-01,25.29,1.41,2.43,0.7624968735,0.0201,0.0312,0.0357,0.0294,0.0240133528,0.0018,0.0037735849,-0.0088,-0.0033,0.0006826525,0.0028973121,-0.022288,-0.024368,0.36587770439007683,0.0,0.9101792573524571,0.004500000000000004,0.0382
1953-04-01,24.62,1.4133,2.4567,0.7767060965,0.0219,0.0323,0.0365,0.0303,0.0262931544,0.0016,0.0,-0.0105,-0.0248,0.0012715949,0.0033969102,-0.025308,-0.026832,0.37123539539196804,0.0023376910018911845,0.9241269859621153,0.004199999999999995,0.0408
1953-05-01,24.54,1.4167,2.4833,0.78375202,0.0216,0.0334,0.0378,0.0314,0.027225579,0.0017,0.0037593985,-0.0148,-0.003,0.0005931666,0.0028534772,0.007401,-0.00273,0.3409292234031683,0.002402828011200231,0.9021873208144796,0.004400000000000001,0.0462
1953-06-01,24.14,1.42,2.51,0.795496906,0.0211,0.034,0.0386,0.0301,0.0274618998,0.0018,0.0037453184,0.0223,0.0109,0.0011056921,0.0028537844,-0.014266,-0.016183,0.36492287161316933,0.002326648210001059,0.9345487531436925,0.0046,0.007799999999999998
1953-07-01,24.75,1.42,2.5233,0.7749291888,0.0204,0.0328,0.0386,0.0301,0.0261518703,0.0015,0.0,0.0039,0.0177,0.0005810146,0.0025605978,0.026314,0.024844,0.3243428716131693,0.0,0.8992535686543642,0.0058,0.026199999999999998
1953-08-01,23.32,1.42,2.5367,0.8169359161,0.0204,0.0324,0.0385,0.0303,0.0280870247,0.0017,0.0037313433,-0.0008,-0.0085,0.0006814738,0.0024851686,-0.050101,-0.060097,0.40075787161316934,0.0,0.9809650237236156,0.006100000000000001,0.0311
1953-09-01,23.35,1.42,2.55,0.8082108771,0.0179,0.0329,0.0388,0.0284,0.0258766059,0.0016,0.0,0.0299,0.0253,0.0011056426,0.0026094226,0.002187,7.2e-05,0.34846987161316934,0.0,0.9339063591703347,0.0059000000000000025,-0.0014999999999999979
1953-10-01,24.54,1.43,2.5367,0.7737210398,0.0138,0.0316,0.0382,0.0281,0.0246952319,0.0013,0.0037174721,0.0074,0.0227,0.0005728518,0.0026167199,0.051046,0.049806,0.3066284442718159,0.007017572658646554,0.8798180237236156,0.006599999999999995,0.0207
1953-11-01,24.76,1.44,2.5233,0.7584319579,0.0144,0.0311,0.0375,0.0286,0.0257980017,0.0008,-0.0037037037,-0.0049,-0.0073,0.0003764983,0.0028678282,0.023763,0.009879,0.34088011358790926,0.006968669316093357,0.9018045686543642,0.0063999999999999994,0.0335
1953-12-01,24.81,1.45,2.51,0.7597009612,0.016,0.0313,0.0374,0.0274,0.0248222723,0.0013,0.0,0.0206,0.0172,0.0004172689,0.0027933096,0.001713,-0.001189,0.369850556432483,0.006920442844573771,0.9185697531436925,0.006100000000000001,0.0068000000000000005
1954-01-01,26.08,1.4567,2.5233,0.729847122,0.0118,0.0306,0.0371,0.0291,0.0233833396,0.0011,0.0,0.0089,0.0124,0.0004982249,0.0025728274,0.053486,0.052586,0.3226876034727651,0.0046100470402820615,0.8720815686543641,0.006500000000000002,0.020200000000000003
1954-02-01,26.15,1.4633,2.5367,0.7245195899,0.0097,0.0295,0.0361,0.0279,0.0225625653,0.0007,0.0,0.024,0.0198,0.0003407126,0.00259655,0.012916,0.002343,0.3677781591162438,0.004520555643478696,0.9179480237236156,0.006600000000000002,0.0039000000000000007
1954-03-01,26.94,1.47,2.55,0.8049158183,0.0103,0.0286,0.0351,0.0278,0.022093476,0.0008,0.0,0.0058,0.0039,0.0003565486,0.002326738,0.03053,0.028423,0.3547324007906449,0.004568241674401119,0.9055633591703347,0.006499999999999999,0.022
1954-04-01,28.26,1.4633,2.5733,0.765039301,0.0097,0.0285,0.0347,0.0273,0.0208562332,0.0009,-0.0037174721,0.0104,-0.0034,0.0007307019,0.0025692037,0.048358,0.04714,0.33233615911624376,-0.004568241674401119,0.8968311219168039,0.006200000000000001,0.016900000000000002
1954-05-01,29.19,1.4567,2.5967,0.7459769764,0.0076,0.0288,0.0347,0.0279,0.0184925878,0.0005,0.0037313433,-0.0087,-0.0042,0.0004298532,0.0023611898,0.042777,0.033606,0.33339660347276506,-0.004520555643478696,0.911464408102629,0.0059000000000000025,0.0366
1954-06-01,29.21,1.45,2.62,0.732467844,0.0064,0.029,0.0349,0.0272,0.018357419,0.0006,0.0,0.0163,0.0063,0.0009354285,0.0018383463,0.002467,0.000533,0.369096556432483,-0.0046100470402820615,0.9607073177730056,0.005899999999999999,0.0109
1954-07-01,30.88,1.4567,2.6233,0.7021729133,0.0072,0.0289,0.035,0.0266,0.0177074723,0.0005,0.0,0.0134,0.004,0.0006133067,0.002042287,0.058701,0.05778,0.31747260347276507,0.0046100470402820615,0.9057320672001692,0.006100000000000005,0.013199999999999998
1954-08-01,29.83,1.4633,2.6267,0.7275163788,0.0092,0.0287,0.0349,0.0269,0.0175275314,0.0005,0.0,-0.0036,0.0018,0.0011449666,0.0019820372,-0.025894,-0.034753,0.4065881591162438,0.004520555643478696,0.9916223054764861,0.006200000000000001,0.0305
1954-09-01,32.31,1.47,2.63,0.6777451035,0.0101,0.0289,0.0347,0.0271,0.0168841886,0.0009,-0.0037174721,-0.001,0.004,0.0006917895,0.0022077679,0.0825,0.080888,0.30276240079064487,0.004568241674401119,0.8844838461896731,0.005800000000000003,0.0281
1954-10-01,31.68,1.4933,2.6767,0.6937581644,0.0098,0.0287,0.0346,0.0271,0.0175796112,0.0007,0.0,0.0006,0.004,0.0004991744,0.0029143838,-0.017867,-0.018659,0.41885543608108594,0.01572603529044103,1.0024516925131435,0.005899999999999999,0.0265
1954-11-01,34.24,1.5167,2.7233,0.6316415441,0.0093,0.0289,0.0345,0.0274,0.014153219,0.0006,0.0,-0.0025,0.0025,0.0012668257,0.0033198161,0.095774,0.082712,0.3207629220752142,0.015548485994128225,0.9060703802268129,0.005600000000000004,0.0299
1954-12-01,35.98,1.54,2.77,0.6041197854,0.0115,0.029,0.0345,0.0272,0.0269928125,0.0008,-0.0037313433,0.0064,0.0017,0.000882281,0.0028454745,0.054288,0.052361,0.3774944164255378,0.015245494350323685,0.9645593201992472,0.005500000000000001,0.0208
1955-01-01,36.63,1.5467,2.8333,0.5975588876,0.0122,0.0293,0.0345,0.0286,0.0264122091,0.0008,0.0,-0.0241,-0.0097,0.0025173979,0.0027903739,0.018076,0.017591,0.4180476290619571,0.004341212636419234,1.023366110053074,0.005200000000000003,0.0527
1955-02-01,36.76,1.5533,2.8967,0.5931483235,0.0117,0.0293,0.0347,0.0292,0.0280446533,0.0009,0.0,-0.0078,-0.0063,0.0006040311,0.0024695423,0.013526,0.005446,0.42685570001172446,0.0042580709497673785,1.0500461580228424,0.005400000000000002,0.037
1955-03-01,36.58,1.56,2.96,0.6077617769,0.0128,0.0302,0.0348,0.0288,0.0279683419,0.001,0.0,0.0087,0.0092,0.0024825482,0.0028220555,-0.002242,-0.003851,0.44692782126144576,0.004304121249721293,1.087431268335969,0.0045999999999999965,0.0201
1955-04-01,37.96,1.5633,3.0467,0.5849876659,0.0159,0.0301,0.0349,0.029,0.0265096789,0.001,0.0,0.0001,-0.0001,0.0006280503,0.0012310804,0.039843,0.038885,0.4069559716011415,0.0021131503396957796,1.0742160376571346,0.004800000000000002,0.028900000000000002
1955-05-01,37.91,1.5667,3.1333,0.5860754131,0.0145,0.0304,0.035,0.0287,0.0254187153,0.0014,0.0,0.0073,-0.0018,0.0007450734,0.0014133625,0.006433,-0.001081,0.4425384964173043,0.002172524816162813,1.1356537622533893,0.004600000000000003,0.0214
1955-06-01,41.03,1.57,3.22,0.5516416323,0.0141,0.0305,0.0351,0.0293,0.0253639323,0.001,0.0,-0.0076,0.0029,0.0006457441,0.0004541982,0.0813,0.07993,0.36977561936021675,0.002104122942912401,1.088081359556317,0.0046,0.0369
1955-07-01,43.52,1.5867,3.2933,0.5345068155,0.016,0.0306,0.0352,0.03,0.0247604416,0.001,0.0037453184,-0.0102,-0.0041,0.0020821185,0.0006412637,0.057646,0.057068,0.4040103877579069,0.010580768397690121,1.1342441015829545,0.004600000000000003,0.0402
1955-08-01,43.18,1.6033,3.3667,0.5318467256,0.019,0.0311,0.0356,0.0301,0.0266710626,0.0016,0.0,0.0004,-0.0038,0.0011204036,0.0005737484,-0.000648,-0.008313,0.47271200521265455,0.01040761745474772,1.2145810361201885,0.0045000000000000005,0.029699999999999997
1955-09-01,43.67,1.62,3.44,0.5336247911,0.0207,0.0313,0.0359,0.0298,0.0256339808,0.0016,0.0037313433,0.0073,0.0076,0.0057110808,0.0002063879,0.011286,0.010117,0.47114014924429276,0.01036214403163821,1.224185471385307,0.0046,0.0225
1955-10-01,42.34,1.6267,3.5,0.5474091499,0.0223,0.031,0.0359,0.0292,0.0251006866,0.0018,0.0,0.0144,0.0078,0.0026798958,0.0006324088,-0.030468,-0.031,0.5170214227902707,0.004127273545977916,1.283230968495368,0.004900000000000002,0.0148
1955-11-01,45.51,1.6333,3.56,0.5152505897,0.0224,0.031,0.0358,0.0295,0.0260337027,0.0017,0.0,-0.0045,-0.003,0.0019291618,0.0003727678,0.087825,0.075124,0.4027775080769565,0.004049085286685794,1.181935544863939,0.004799999999999999,0.033999999999999996
1955-12-01,45.48,1.64,3.62,0.5098280098,0.0254,0.0315,0.0362,0.0295,0.0252445499,0.0018,-0.0037174721,0.0037,0.0063,0.0004747032,0.0002437992,-0.000309,-0.001685,0.495005241836107,0.0040937337591505085,1.2867830258376796,0.004700000000000003,0.025799999999999997
1956-01-01,43.82,1.67,3.6433,0.5289544122,0.0241,0.0311,0.036,0.0292,0.0264244771,0.0022,0.0,0.0083,0.0104,0.0011799841,-0.0003975329,-0.035057,-0.036279,0.5478806264286638,0.01812738459255675,1.3279468643476513,0.004899999999999998,0.020900000000000002
1956-02-01,45.34,1.7,3.6667,0.514835108,0.0232,0.0308,0.0358,0.0293,0.0241653443,0.0019,0.0,-0.0002,0.0026,0.0011001472,0.0003637531,0.041397,0.034458,0.48923125106217036,0.017804624633506627,1.2578950749980298,0.0049999999999999975,0.0295
1956-03-01,48.48,1.73,3.69,0.5310771996,0.0225,0.031,0.036,0.0303,0.0266950684,0.0015,0.0,-0.0149,-0.0146,0.0010088558,0.0007414979,0.070328,0.069226,0.4777934085096876,0.017493157447517227,1.2352984580524358,0.0049999999999999975,0.045200000000000004
